,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
10097,10097,0,0,30000,1,1,2,24,0,0,0,0,0,29457,29530,21365,0,2004,2169,1260,819,0,0,0
10099,10099,1,1,50000,2,2,1,30,2,2,0,0,0,29068,29778,31003,32291,0,1496,1088,1123,1800,2200,1
10104,10104,0,0,260000,1,1,1,40,-1,-1,-1,-1,-1,248,552,80,121,248,552,0,80,121,219,0
10108,10108,1,0,150000,2,1,2,37,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10114,10114,0,0,50000,2,1,2,42,-1,-1,-2,-2,-1,0,0,0,3702,0,0,0,0,3702,4817,0
10115,10115,0,0,50000,1,2,2,29,0,0,0,0,0,19132,15138,14752,15445,1660,1065,5000,5000,5000,2000,0
10124,10124,0,0,50000,1,2,2,33,0,0,0,0,0,49715,49736,16753,10582,2140,1161,510,503,500,1000,0
10127,10127,0,0,140000,2,2,2,27,0,0,0,0,0,64498,63093,54946,53773,5000,3000,5000,3000,3000,3000,0
10129,10129,1,0,130000,2,2,1,37,1,2,2,2,0,65997,70604,70369,71682,0,6300,0,2700,2600,2800,0
10131,10131,0,0,470000,1,1,1,38,0,0,0,0,0,152017,153651,155287,160843,5526,5484,5504,5655,9471,5269,0
10133,10133,0,1,40000,1,2,2,35,2,0,0,0,-2,20454,19977,0,0,1504,1427,1100,0,0,0,1
10145,10145,0,0,160000,2,3,2,54,1,-2,-2,-1,-2,0,0,0,0,0,0,1690,0,0,0,0
10148,10148,0,0,20000,2,3,2,35,0,0,0,2,0,11352,13297,12581,12305,1517,2852,0,500,700,500,0
10151,10151,0,0,160000,1,1,2,42,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10156,10156,1,0,10000,2,1,2,22,0,0,0,2,2,7611,8926,9442,9144,1300,1602,0,948,0,484,0
10163,10163,0,1,180000,2,1,2,32,2,-1,-1,-1,-1,2241,2579,1005,625,2241,2583,326,1005,625,605,1
10170,10170,0,0,70000,2,2,2,26,0,0,2,0,0,30609,31301,32813,33614,2400,1500,1500,1500,1500,1500,0
10188,10188,0,0,170000,1,1,2,27,0,0,0,0,0,20456,24644,30372,34924,4000,5000,5000,5000,5000,5000,0
10189,10189,1,0,360000,1,3,1,41,-1,-1,-1,-1,-1,498,498,498,498,498,498,498,498,498,498,0
10192,10192,0,0,240000,2,1,1,33,-1,0,0,0,0,32008,32889,34327,34500,1537,1418,939,1193,690,0,0
10195,10195,1,0,10000,1,3,1,46,-1,2,2,4,2,7019,9557,8836,8548,1000,2819,0,0,0,250,0
10197,10197,0,1,50000,2,2,1,41,2,3,2,2,2,28715,28950,29078,29944,0,1000,1500,0,1500,2100,1
10199,10199,1,0,40000,2,2,2,24,0,0,0,0,0,34975,19606,22923,24539,3107,3000,2000,2000,2000,0,0
10207,10207,0,0,200000,1,1,2,28,-2,-2,-2,-2,-2,504,3724,8963,482,506,3742,447,9007,484,489,0
10225,10225,0,0,80000,2,3,3,60,0,0,0,0,2,15774,9365,6845,5789,1458,1230,250,800,0,300,0
10229,10229,0,0,50000,1,3,1,38,0,0,0,0,0,45385,45763,28236,28797,1871,1852,990,1023,1029,1137,0
10232,10232,0,0,180000,2,2,2,35,-2,-2,-1,-1,-1,669,785,2067,0,675,785,1809,2067,0,0,0
10233,10233,1,0,50000,1,2,2,25,1,2,0,0,0,18566,19918,18508,20047,0,2000,1500,1000,2000,676,0
10237,10237,0,0,220000,2,2,1,33,-2,-2,-2,-2,-2,8300,1590,8171,14253,8300,1590,1341,8171,14253,3513,0
10253,10253,0,0,230000,2,2,2,33,1,-1,-1,-1,-1,611,19640,1782,3106,744,19640,13242,1782,3106,0,0
10254,10254,0,0,220000,2,1,2,36,-1,-1,-1,-1,-2,1734,819,657,0,1734,827,3750,0,0,0,0
10255,10255,1,0,160000,1,2,1,41,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10260,10260,0,0,100000,2,1,2,25,-1,-1,-1,-1,-1,1259,586,3732,42605,1259,586,3195,3732,42605,30583,0
10261,10261,0,0,170000,2,1,2,24,0,0,0,0,0,145196,110163,106497,108832,18500,13998,3760,4000,12212,4200,0
10266,10266,0,0,30000,2,2,2,26,0,0,0,0,0,16277,17003,17790,18993,1600,1300,700,650,1500,0,0
10268,10268,0,0,360000,1,1,1,44,-1,-1,-1,-1,-1,3199,6131,19423,28351,3204,6195,7664,19423,28351,3250,0
10272,10272,0,0,60000,2,3,1,29,0,0,0,0,0,56704,48980,28818,28546,2200,2300,3000,1100,1000,1000,0
10279,10279,1,0,50000,1,2,2,33,0,0,2,2,0,34040,30385,19037,17945,5000,2000,0,2000,726,510,0
10282,10282,0,0,60000,2,2,2,26,1,2,0,0,2,58918,55709,54065,57499,2000,2500,3200,1000,4500,0,0
10285,10285,0,0,220000,2,1,1,41,0,0,0,0,0,114930,100749,68604,53333,5068,5000,2000,3000,3000,1000,0
10291,10291,0,0,50000,2,2,1,50,0,0,0,0,0,47178,48400,30082,26609,2200,2520,1000,1100,1000,1000,0
10296,10296,0,0,310000,1,2,2,24,0,0,0,0,0,167227,103601,101017,95530,6000,4500,4348,3407,4000,4000,0
10300,10300,0,0,20000,1,2,1,47,-1,2,-1,0,-1,4310,16990,4350,3180,0,16990,0,4350,3180,780,0
10302,10302,0,0,120000,2,2,1,39,0,0,0,0,0,117110,117050,117720,118773,4320,4200,4200,4300,4400,4200,0
10308,10308,0,0,80000,1,4,2,30,0,0,0,-2,-2,13943,0,0,0,5009,0,0,0,0,0,0
10310,10310,1,0,60000,1,2,2,42,1,2,0,0,0,56471,36057,69251,71478,2065,1988,2500,62731,3600,1600,0
10311,10311,0,0,50000,2,1,2,25,0,0,-1,0,0,4895,12128,6000,0,1000,12128,0,0,0,0,0
10313,10313,0,0,200000,2,1,2,47,-1,0,-1,-1,-1,20004,7737,4291,52605,20003,9189,8586,4291,52605,21,0
10317,10317,1,0,20000,2,3,2,23,0,0,2,2,2,16344,15784,17097,18654,3000,0,2000,0,2000,0,0
10320,10320,0,0,260000,2,2,2,51,0,0,0,0,0,205714,208756,155644,159135,8000,8065,7000,10000,10000,10000,0
10332,10332,0,0,140000,1,1,2,35,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10342,10342,0,0,240000,1,1,3,65,0,0,0,-1,-1,5000,0,0,167747,1000,0,1000,0,167747,4810,0
10343,10343,0,0,70000,2,2,1,53,0,0,-1,-1,-2,0,14000,0,0,0,14000,0,0,0,0,0
10344,10344,0,0,410000,2,1,1,53,-1,-1,-1,-1,-1,187,7884,1129,7592,187,7898,1842,1129,7592,0,0
10348,10348,1,0,200000,1,3,1,36,-1,2,-1,0,2,881,24842,28721,20139,4,24846,5004,1540,4,6411,0
10349,10349,0,0,500000,1,1,2,35,-1,-1,-1,-1,-2,12939,19502,-200,-200,13275,19522,128406,0,0,0,0
10352,10352,0,0,20000,2,2,2,24,0,0,0,0,0,20087,16752,13754,4699,1335,5000,370,350,176,94,0
10361,10361,1,1,100000,1,1,1,30,2,0,0,0,0,85195,85464,88524,91241,3100,4000,4000,3500,5000,10000,1
10364,10364,0,0,80000,2,2,2,28,0,0,0,2,2,46708,49611,51543,50563,3000,4000,2000,2000,0,5000,0
10369,10369,0,0,290000,2,2,1,39,-1,-1,-1,-1,-1,316,316,316,297,316,316,316,316,297,2828,0
10373,10373,0,0,200000,2,1,2,33,-1,-1,-1,-2,-2,4292,0,0,0,4974,0,0,0,0,0,0
10379,10379,0,0,90000,2,2,1,49,-2,-2,-2,-2,-2,714,1443,4105,1594,714,1443,13982,4105,1765,2000,0
10382,10382,0,0,50000,2,2,2,29,0,0,0,0,0,49391,27780,28130,29005,3000,2000,1200,1000,1300,1000,0
10384,10384,0,0,70000,2,1,2,25,0,0,0,0,0,28410,24046,16621,10797,2000,2000,2000,3000,2500,900,0
10399,10399,0,0,50000,1,2,2,22,0,0,0,-2,-2,43300,0,0,0,1000,0,0,0,0,432,0
10401,10401,0,0,220000,2,1,2,32,0,0,0,0,2,203343,209214,214989,203159,7600,9800,7200,7700,7500,7250,0
10404,10404,0,0,180000,1,2,1,34,0,0,0,0,0,39009,40213,43687,44982,1800,2000,2000,2500,2000,2000,0
10407,10407,0,0,360000,1,1,2,29,-2,-2,-2,-2,-2,31282,28823,2222,-34,32038,28982,51379,2233,0,0,0
10409,10409,1,1,180000,1,2,1,39,2,2,2,0,0,184303,179230,180019,171711,8000,0,7000,7000,6150,6700,1
10412,10412,0,0,60000,1,3,1,33,0,0,0,0,0,59570,60851,30326,30038,2300,2317,2500,1100,1300,1198,0
10413,10413,0,0,90000,2,2,1,27,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10414,10414,0,0,100000,1,2,2,40,0,0,0,0,0,173340,36562,39687,40044,3595,3218,1345,3000,1275,440,0
10419,10419,1,0,500000,1,1,1,64,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1063,0
10420,10420,0,0,30000,1,2,1,38,1,2,2,2,0,9009,13861,13972,18735,0,5000,0,1000,5000,0,0
10421,10421,0,0,50000,2,2,2,23,0,0,0,0,-1,32856,27438,768,-579,1660,1600,624,768,173,30267,0
10423,10423,0,0,200000,2,1,2,35,0,-1,0,0,0,39072,44758,40592,7145,39124,15000,1622,2068,1000,2031,0
10426,10426,0,0,220000,2,3,1,50,-2,-2,-2,-2,-2,10612,2225,416,12287,10612,2225,4782,5286,12287,416,0
10429,10429,0,0,400000,2,3,1,30,0,0,0,0,0,113770,355718,263190,202907,4981,263106,10900,10063,7708,5394,0
10430,10430,0,0,80000,1,1,2,26,0,0,0,0,0,75437,58309,59955,57100,5990,2500,3000,2500,3000,1500,0
10431,10431,0,0,30000,1,2,2,39,0,0,0,0,0,28401,28949,27262,27434,1793,1731,1200,1000,1009,1200,0
10435,10435,0,0,180000,1,2,1,34,-1,-1,-1,-1,-1,4185,291,2260,1583,4185,291,570,2260,1583,3974,0
10444,10444,0,0,320000,1,1,1,40,-1,-1,-1,-1,-1,33968,86024,15622,7463,34151,86466,232242,3199,7500,30,0
10446,10446,0,0,230000,2,2,1,30,0,0,0,0,0,223270,227807,223370,206937,8270,8366,6012,9474,6962,24338,0
10453,10453,0,0,60000,1,2,1,52,0,0,0,0,0,58170,56539,28013,29075,3000,2000,1000,1000,1500,2450,0
10456,10456,0,0,90000,2,3,1,25,0,0,0,0,0,73487,70581,67069,67890,2827,2370,2300,2300,2700,2700,0
10458,10458,0,0,260000,2,2,1,38,-1,-1,-1,-1,0,2955,10319,749,1040,2955,10319,4078,0,1040,1724,0
10462,10462,0,0,220000,2,1,1,36,-1,-1,-1,-2,-1,191,-125,10243,9927,200,0,0,11000,10000,11000,0
10465,10465,0,0,70000,2,2,1,29,-1,0,0,0,0,71262,71509,71189,70554,2751,3600,2694,2800,2743,2700,0
10467,10467,0,0,70000,2,2,1,43,0,0,2,0,2,35809,34934,38079,37314,5000,0,1300,3000,0,1500,0
10476,10476,0,0,260000,2,2,1,46,-2,-2,-2,-2,-2,135,0,109,945,135,0,0,109,945,9300,0
10489,10489,0,0,200000,2,4,2,25,0,0,0,0,0,123653,108765,98685,97621,4257,3274,3025,3266,3145,2176,0
10490,10490,0,0,200000,2,2,1,31,1,2,0,0,0,153229,148438,141466,128846,7022,6700,5500,6000,9800,0,0
10493,10493,0,0,150000,1,1,2,25,-1,-1,-1,-1,-2,8418,797,-3,-3,8443,799,0,0,0,0,0
10494,10494,0,0,30000,1,2,2,25,-2,-2,-2,-2,-2,836,390,390,0,836,390,390,390,0,780,0
10496,10496,1,0,360000,2,2,1,49,0,0,-1,-1,-2,8644,454,-2,-2,3050,456,0,0,0,519,0
10499,10499,0,0,50000,2,2,2,43,0,0,0,0,0,51703,48675,41411,42722,3000,2000,1436,2000,2000,2000,0
10511,10511,1,0,100000,2,1,1,35,0,0,2,0,0,102435,98188,97013,96950,8800,0,3600,3500,3700,3443,0
10512,10512,0,0,460000,1,1,1,44,-1,-1,-1,0,-1,3152,531,4434,9767,3152,531,500,4434,9767,0,0
10515,10515,0,0,240000,2,2,1,35,0,0,0,0,2,110226,111030,115681,112528,5500,5400,8000,4179,0,4000,0
10518,10518,0,0,280000,2,3,1,37,-1,-1,2,-1,-1,38854,15287,26133,4504,38979,16,14201,26133,4504,10748,0
10519,10519,0,0,150000,1,2,1,43,0,0,0,0,0,106773,106500,55442,55936,5800,4648,2000,2889,2700,94000,0
10521,10521,0,0,50000,1,3,1,40,1,2,0,0,0,13698,14908,15705,11616,0,1475,600,1000,500,570,0
10525,10525,1,1,90000,1,2,2,28,2,0,0,0,0,35526,37513,44088,35705,3000,3000,3000,10000,3000,2000,1
10526,10526,0,0,20000,1,2,2,24,1,2,-1,0,-1,11047,780,12246,12409,0,780,0,12246,911,0,0
10528,10528,1,0,290000,2,1,1,40,-1,-1,-2,-2,-2,6732,0,0,1957,6732,0,3692,0,1957,0,0
10537,10537,0,1,30000,2,2,2,25,2,2,2,2,2,300,300,826,676,0,0,828,0,0,31496,1
10538,10538,0,0,200000,2,2,1,37,-1,-1,-1,0,-1,8313,1951,3124,3259,8318,1951,0,3124,3259,0,0
10552,10552,0,0,220000,1,1,1,36,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,863,0
10553,10553,0,0,200000,2,1,2,26,0,0,0,0,0,202127,198168,192462,194025,7263,7266,7000,7940,7009,7000,0
10560,10560,0,0,220000,2,1,2,27,-1,-1,-1,0,-1,5261,16436,96,480,5272,17571,0,0,549,0,0
10564,10564,0,0,260000,1,1,2,36,-1,-1,-1,-2,-2,427,-73,-73,-73,10000,0,0,0,0,0,0
10565,10565,0,0,80000,2,2,1,34,0,0,0,2,0,65325,69261,71282,72942,3000,5631,0,5000,3000,4500,0
10568,10568,1,0,360000,2,1,1,36,-1,-1,0,0,2,36003,51414,11546,9771,36011,20094,1000,11546,0,306,0
10573,10573,0,0,360000,2,1,2,29,-1,-1,-2,-2,-1,0,0,0,902,0,0,0,0,902,0,0
10575,10575,0,0,20000,2,3,1,51,0,0,0,-2,-2,20650,0,0,0,2000,0,0,0,0,0,0
10578,10578,1,0,240000,2,1,2,28,-1,2,2,-1,-2,2300,0,0,0,0,200,2500,0,0,0,0
10581,10581,0,0,290000,1,1,1,47,-2,-2,-2,-2,-2,18019,4516,59512,2716,18035,4516,8140,59512,2716,3516,0
10585,10585,0,0,50000,2,3,2,54,0,0,0,0,0,48968,47368,9483,9292,2082,1672,500,500,355,264,0
10596,10596,0,0,150000,2,1,1,29,0,0,2,0,0,20625,17443,22045,18814,3000,2,5000,2000,1500,2107,0
10597,10597,1,0,50000,2,2,1,50,0,0,0,0,0,45156,27762,15585,15892,2036,1243,3991,712,715,582,0
10598,10598,1,1,100000,1,3,1,30,2,2,2,2,0,66783,74555,74131,75603,0,9557,0,2700,2707,3120,1
10601,10601,1,0,180000,2,3,1,51,1,-1,2,2,-1,31,31,1931,878,31,0,0,1900,878,0,0
10602,10602,0,0,50000,2,3,2,23,-2,-2,-2,-2,-2,4872,-5,0,0,4890,0,2814,0,0,0,0
10608,10608,0,0,10000,2,2,2,31,0,0,0,-1,-1,9996,6528,4328,4171,1140,1000,4328,4328,4171,4718,0
10611,10611,0,0,50000,2,3,1,61,0,0,0,0,2,22236,23250,30882,30242,1672,1686,1000,7764,0,1000,0
10614,10614,0,0,360000,1,2,1,26,-2,-1,-1,-2,-2,2500,0,0,0,2500,0,0,0,0,0,0
10615,10615,0,0,120000,1,1,2,28,0,0,0,0,2,7729,8920,26832,26287,5000,1500,7000,21300,0,1000,0
10616,10616,0,0,400000,1,1,1,35,-2,-1,0,0,0,73011,79259,92269,100973,73022,10000,10009,8000,10000,10029,0
10619,10619,0,0,500000,1,1,1,50,0,0,0,0,0,202740,203537,169395,171648,20000,15000,15000,15000,15000,15000,0
10621,10621,0,0,20000,2,2,2,23,-2,-2,-2,-2,-2,7120,0,0,0,7120,0,0,0,0,0,0
10622,10622,0,0,20000,2,1,2,24,0,0,0,0,0,25374,19075,18507,20046,2024,2000,1005,1188,2002,1015,0
10624,10624,0,0,50000,2,3,1,27,0,0,0,2,0,6482,8799,8933,7995,2000,5000,0,1000,1000,1000,0
10629,10629,1,1,260000,2,1,1,52,2,2,2,2,-1,150,150,2500,0,0,0,0,2500,0,0,1
10631,10631,0,0,180000,1,1,1,46,-1,3,2,-1,-1,780,390,390,540,0,0,390,390,540,390,0
10638,10638,0,0,50000,1,2,2,24,0,0,0,0,0,21507,17827,7881,8248,1700,2000,500,500,500,1000,0
10640,10640,0,0,100000,1,1,2,25,0,0,0,0,0,20272,22577,22373,23352,2000,3000,1000,2000,1500,1000,0
10641,10641,0,0,230000,2,3,1,50,1,-1,-1,-1,-1,211,3546,1490,0,211,3546,0,1490,0,890,0
10643,10643,0,0,230000,1,1,1,48,0,0,0,0,0,161797,165107,108101,110094,7000,6607,3773,4290,4164,2000,0
10648,10648,0,0,720000,2,1,1,45,0,0,0,0,0,112933,105582,83504,79411,8019,8043,10092,3020,2591,10081,0
10649,10649,0,0,10000,1,1,2,22,0,0,0,0,3,2774,3764,5134,4762,1300,1200,300,1200,0,0,0
10651,10651,0,0,150000,2,1,2,33,-1,-1,-1,-1,-1,9934,19312,146947,237926,9934,19312,30000,105180,103752,5742,0
10652,10652,0,0,500000,1,1,2,54,-2,-2,-2,-2,-2,1108,1318,0,11270,1119,1318,36032,0,11270,28051,0
10657,10657,0,0,360000,2,2,2,30,-2,-2,-2,-2,-2,90,0,4460,2169,90,0,0,4460,2169,0,0
10660,10660,1,0,80000,2,2,2,23,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10663,10663,1,1,70000,1,1,2,40,2,2,0,0,2,44727,45738,52191,53242,0,1750,4000,4000,2060,2200,1
10672,10672,0,0,80000,2,2,2,29,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10674,10674,0,0,210000,2,3,2,28,-1,-1,-2,-1,-1,0,0,0,150,0,0,232,0,150,81,0
10679,10679,0,0,200000,1,1,1,37,0,0,0,0,-1,2907,3720,5030,2990,1187,1000,4000,1000,3020,0,0
10680,10680,0,0,200000,2,5,2,32,0,0,0,0,0,66113,15421,16057,16398,3372,1246,553,572,597,2000,0
10681,10681,0,0,190000,1,1,2,33,-1,-1,-1,0,0,1213,15571,28520,24920,1213,15571,0,28520,0,0,0
10684,10684,0,0,20000,1,3,1,53,0,0,0,0,0,18075,19020,19500,10000,1500,1400,380,500,500,0,0
10687,10687,0,0,50000,1,3,1,49,1,2,0,0,0,35835,32092,33897,34691,36,1833,1322,2000,1358,3446,0
10688,10688,0,0,80000,2,2,1,47,1,2,-1,-1,-1,8824,13261,6261,6261,0,13261,6261,6261,6261,6261,0
10690,10690,0,0,50000,2,1,2,27,-1,-1,-1,-1,-1,-49,6258,2766,1401,0,6307,1035,3164,1405,1507,0
10691,10691,0,0,300000,1,2,1,35,1,2,0,0,0,239798,242518,179060,154320,10000,10000,8000,8000,10000,3632,0
10693,10693,0,0,180000,1,2,1,43,0,0,0,0,0,175427,150965,72955,74426,6099,4427,1949,2007,2030,2000,0
10694,10694,0,0,370000,1,3,2,27,-1,0,0,0,0,61378,96133,137735,234740,11378,36133,18773,37735,100000,5600,0
10695,10695,0,0,230000,1,2,2,28,0,0,0,0,0,31611,32411,34884,35569,2000,2000,4000,2000,2000,1500,0
10710,10710,0,0,240000,2,1,1,38,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10713,10713,1,0,290000,1,2,1,39,1,-1,-1,-1,-2,698,728,-2,-2,707,730,0,0,0,0,0
10716,10716,1,1,30000,2,3,1,31,2,2,2,-1,-1,3222,390,390,390,1906,0,390,390,390,390,1
10721,10721,0,0,390000,1,2,2,29,0,0,0,0,0,186227,189792,69845,48101,30000,9000,5000,2815,2111,3000,0
10727,10727,0,0,140000,1,1,2,35,0,0,0,0,0,142362,142292,101677,100867,6000,6982,3500,3800,3700,4000,0
10735,10735,0,0,450000,1,2,1,44,-1,-1,-1,-1,-1,7277,1096,1575,3889,8203,1105,2012,2007,4019,510,0
10736,10736,0,0,130000,1,1,2,27,0,0,0,0,0,49878,30242,31893,32549,2139,1503,1500,1157,1186,5000,0
10743,10743,0,0,180000,1,2,1,40,-1,-1,-1,-1,-1,5630,9040,1419,2385,5639,9044,1290,1421,2386,1964,0
10744,10744,0,0,360000,2,3,1,41,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,0,0
10750,10750,0,0,50000,1,1,2,27,1,-2,-2,-2,-2,-2900,-2900,-2900,-2900,0,0,0,0,0,0,0
10752,10752,1,0,20000,1,2,2,26,0,0,0,0,0,20296,18902,19709,19774,2000,1308,683,1472,714,357,0
10758,10758,0,0,230000,2,1,1,53,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10760,10760,0,0,360000,1,3,2,29,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10761,10761,0,0,90000,2,2,2,24,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10763,10763,1,0,50000,1,2,1,53,0,0,0,0,0,49149,47843,29777,28722,2180,1874,1049,1237,1100,1300,0
10766,10766,0,1,10000,1,2,2,23,2,0,0,0,0,6828,9694,10094,9762,1134,3000,345,356,425,194,1
10771,10771,0,1,50000,2,3,2,22,2,0,0,2,0,30275,26633,15794,19496,3000,2000,0,4532,4500,4500,1
10785,10785,0,1,80000,2,2,1,33,2,2,2,2,2,55933,56575,58593,59738,3500,2100,2200,2300,2200,2100,1
10804,10804,1,1,100000,1,2,1,41,2,2,2,2,2,69604,67887,73932,75560,2500,0,6000,2500,3000,3000,1
10811,10811,0,0,380000,2,2,2,41,0,0,0,0,0,76202,63536,9222,10551,3239,1283,453,9222,10551,5088,0
10815,10815,1,0,90000,1,1,2,27,-1,-1,-1,-1,-1,3953,6986,350,874,3963,6986,868,350,874,548,0
10816,10816,1,1,10000,1,2,1,24,5,4,3,2,0,9539,9244,9137,9177,0,0,0,480,340,500,1
10817,10817,0,0,150000,1,3,2,31,-2,-2,-2,-1,-2,18322,11429,0,0,18696,11629,3814,0,0,0,0
10819,10819,1,1,200000,2,1,1,27,2,2,2,0,0,201756,197185,147473,147669,15100,3028,5169,5400,5306,5232,1
10820,10820,0,0,30000,2,2,2,23,-1,-1,-1,-1,-1,1393,1393,1596,2970,1393,1393,1543,1596,2970,0,0
10827,10827,0,0,120000,2,1,2,34,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10829,10829,0,0,180000,2,4,2,26,0,0,0,0,0,240518,39162,2309,0,8013,3060,109,46,0,0,0
10836,10836,0,0,160000,2,1,2,36,1,2,0,0,0,116343,118552,122039,121841,0,5677,4197,4509,4412,4228,0
10839,10839,0,0,140000,1,2,2,28,0,0,2,2,2,118294,115038,87930,96561,12300,0,8200,0,10000,0,0
10846,10846,0,0,500000,1,1,1,41,-1,-1,-1,-2,-1,1550,-50,10037,79,1558,0,0,10087,79,471,0
10847,10847,1,0,160000,1,1,2,37,-1,2,-1,-1,-1,497,1100,326,5654,0,1100,652,0,5654,0,0
10850,10850,0,0,50000,2,2,2,38,0,-1,-1,0,0,495,16982,17577,17936,500,17000,800,800,800,900,0
10851,10851,1,0,210000,1,2,1,33,0,0,0,0,0,138588,142343,70596,69388,5000,6000,2270,2500,2472,2600,0
10861,10861,0,0,60000,1,1,2,30,1,-1,-1,0,0,345,11736,10228,10497,345,13737,0,4000,6000,0,0
10863,10863,0,0,50000,1,2,2,42,1,-2,-2,-2,-2,-4,0,0,0,0,4,700,0,0,2300,0
10865,10865,0,0,60000,2,5,2,22,0,0,0,0,0,61260,55730,28600,28970,3000,3000,2000,1500,1500,2000,0
10871,10871,1,1,80000,1,2,1,37,2,2,2,2,2,59300,59831,61938,63269,2800,2100,2300,2500,2500,500,1
10875,10875,1,0,150000,2,3,2,60,0,0,0,0,0,137990,136171,102610,101682,6780,4800,3496,3618,4000,3497,0
10881,10881,0,0,50000,2,2,1,23,0,0,0,0,0,50199,23986,20129,20502,2741,2079,2177,41608,713,837,0
10885,10885,0,0,450000,1,1,1,53,-1,-1,-1,-1,0,3119,8970,11990,8838,3128,9008,1323,12008,214,1327,0
10891,10891,1,0,110000,2,1,1,32,1,2,0,0,0,41901,44126,43435,41010,0,3000,2000,2000,2000,3600,0
10898,10898,0,0,50000,1,3,2,41,0,0,2,-1,0,35194,9802,28542,29235,4866,126,58542,3032,2000,2000,0
10910,10910,0,0,500000,1,1,1,41,0,0,0,0,0,122499,107198,93828,92237,6115,4550,3533,3525,5034,4080,0
10911,10911,1,0,220000,2,2,1,53,0,0,0,0,0,212099,214669,176496,169649,8165,6889,6033,6247,6142,6146,0
10917,10917,0,0,10000,2,3,2,22,0,0,0,-1,2,8520,6118,10274,9963,1118,1020,250,10300,0,200,0
10921,10921,1,0,500000,2,1,2,32,-2,-2,-2,-2,-2,0,973,3330,7980,0,973,229,3330,7980,538,0
10934,10934,0,0,330000,2,1,2,24,0,0,0,0,0,334929,317997,267622,261246,12500,10882,9902,10000,10000,17629,0
10938,10938,0,0,500000,2,1,1,47,-2,-2,-2,-2,-2,47708,131063,182843,10790,27369,135784,15000,75550,216,27183,0
10940,10940,0,0,260000,2,2,2,29,0,0,0,0,0,40882,214941,193177,161731,4121,196000,6020,6330,6032,5000,0
10944,10944,0,0,240000,1,1,2,28,0,0,0,0,0,150683,137645,142521,143736,5300,4931,4966,5000,4771,4354,0
10948,10948,0,0,80000,2,1,2,23,0,0,0,0,0,74838,62696,25594,29155,3539,3180,818,1018,10006,3616,0
10955,10955,0,0,430000,2,1,2,34,0,0,0,0,0,36894,44848,32008,19397,2000,10002,2000,5000,2000,7027,0
10956,10956,0,0,340000,2,1,2,36,0,0,0,-1,0,85927,71707,86244,71538,3911,5104,92695,3114,2613,2366,0
10961,10961,0,0,620000,2,1,2,31,0,0,0,0,0,562316,475333,481896,513798,23009,20004,20008,14000,35804,250005,0
10963,10963,1,0,230000,2,2,1,46,-1,-1,-1,-1,-1,1518,1958,1613,1371,1518,1972,368,1613,1371,752,0
10964,10964,1,1,60000,2,1,2,28,2,2,2,2,2,24678,25079,26022,26542,3000,1100,0,2200,1100,1000,1
10967,10967,0,0,200000,2,1,1,42,0,0,0,0,0,24575,25284,26478,26889,1711,1420,1074,1107,1000,1000,0
10968,10968,0,0,80000,1,2,1,43,1,2,0,0,0,71898,72926,75675,75999,1261,3214,3000,3500,2266,3000,0
10972,10972,0,0,340000,2,1,1,33,0,0,0,-2,-1,40924,0,7687,21200,6018,0,0,7687,21200,10600,0
10973,10973,0,0,50000,2,3,2,22,0,0,0,0,0,41382,36995,13623,13781,1798,1117,4749,500,508,250,0
10975,10975,0,1,30000,1,2,2,29,2,2,2,2,2,24685,24983,25923,25358,3400,1000,1100,1100,0,2100,1
10981,10981,0,0,230000,2,1,1,36,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
10987,10987,0,0,30000,1,2,2,28,0,0,0,0,0,25988,27107,29193,27372,1500,1600,1000,2100,1400,500,0
10996,10996,0,0,500000,2,2,2,27,0,0,0,0,0,138247,96888,12534,394163,5188,3417,3000,1276,388071,11700,0
11002,11002,0,0,40000,2,1,2,23,-1,-1,2,0,0,35595,34113,36513,35956,4082,0,2000,1000,500,0,0
